"","subject","type","item","condition","question","correct_answer","response","rt","group","ambiguity","trimmed_rt"
"25",1,"gap",22,"b","0","-","-",4214,"L1","Unambiguous",4214
"42",1,"gap",16,"b","0","-","-",6048,"L1","Unambiguous",6048
"46",1,"gap",21,"a","0","-","-",5540,"L1","Ambiguous",5540
"50",1,"gap",19,"a","0","-","-",6460,"L1","Ambiguous",6460
"70",1,"gap",13,"a","0","-","-",3508,"L1","Ambiguous",3508
"81",1,"gap",14,"b","0","-","-",6009,"L1","Unambiguous",6009
"95",1,"gap",20,"b","0","-","-",3477,"L1","Unambiguous",3477
"118",1,"gap",24,"b","0","-","-",6898,"L1","Unambiguous",6898
"122",1,"gap",23,"a","0","-","-",5104,"L1","Ambiguous",5104
"161",1,"gap",18,"b","0","-","-",3523,"L1","Unambiguous",3523
"164",1,"gap",17,"a","0","-","-",3781,"L1","Ambiguous",3781
"178",1,"gap",15,"a","0","-","-",8324,"L1","Ambiguous",8324
"204",2,"gap",14,"a","0","-","-",6067,"L1","Ambiguous",6067
"212",2,"gap",20,"a","0","-","-",5290,"L1","Ambiguous",5290
"236",2,"gap",23,"b","0","-","-",5479,"L1","Unambiguous",5479
"278",2,"gap",18,"a","0","-","-",8060,"L1","Ambiguous",8060
"282",2,"gap",17,"b","0","-","-",5185,"L1","Unambiguous",5185
"299",2,"gap",21,"b","0","-","-",6021,"L1","Unambiguous",6021
"303",2,"gap",15,"b","0","-","-",7937,"L1","Unambiguous",7937
"309",2,"gap",19,"b","0","-","-",7550,"L1","Unambiguous",7550
"317",2,"gap",13,"b","0","-","-",6376,"L1","Unambiguous",6376
"326",2,"gap",24,"a","0","-","-",7317,"L1","Ambiguous",7317
"333",2,"gap",22,"a","0","-","-",3981,"L1","Ambiguous",3981
"337",2,"gap",16,"a","0","-","-",9422,"L1","Ambiguous",9422
"384",3,"gap",13,"a","0","-","-",9013,"L1","Ambiguous",9013
"390",3,"gap",14,"b","0","-","-",15867,"L1","Unambiguous",15867
"415",3,"gap",23,"a","0","-","-",10369,"L1","Ambiguous",10369
"422",3,"gap",24,"b","0","-","-",15573,"L1","Unambiguous",15573
"443",3,"gap",16,"b","0","-","-",16467,"L1","Unambiguous",16467
"458",3,"gap",20,"b","0","-","-",23373,"L1","Unambiguous",23373
"466",3,"gap",15,"a","0","-","-",10180,"L1","Ambiguous",10180
"484",3,"gap",19,"a","0","-","-",14636,"L1","Ambiguous",14636
"492",3,"gap",22,"b","0","-","-",5813,"L1","Unambiguous",5813
"495",3,"gap",17,"a","0","-","-",11303,"L1","Ambiguous",11303
"511",3,"gap",21,"a","0","-","-",15722,"L1","Ambiguous",15722
"521",3,"gap",18,"b","0","-","-",16228,"L1","Unambiguous",16228
"554",4,"gap",17,"b","0","-","-",4223,"L1","Unambiguous",4223
"565",4,"gap",20,"a","0","-","-",3551,"L1","Ambiguous",3551
"568",4,"gap",24,"a","0","-","-",3076,"L1","Ambiguous",3076
"581",4,"gap",19,"b","0","-","-",5568,"L1","Unambiguous",5568
"609",4,"gap",13,"b","0","-","-",6049,"L1","Unambiguous",6049
"647",4,"gap",22,"a","0","-","-",3622,"L1","Ambiguous",3622
"658",4,"gap",14,"a","0","-","-",4210,"L1","Ambiguous",4210
"665",4,"gap",15,"b","0","-","-",3251,"L1","Unambiguous",3251
"676",4,"gap",18,"a","0","-","-",3267,"L1","Ambiguous",3267
"680",4,"gap",16,"a","0","-","-",3481,"L1","Ambiguous",3481
"703",4,"gap",23,"b","0","-","-",4744,"L1","Unambiguous",4744
"717",4,"gap",21,"b","0","-","-",2681,"L1","Unambiguous",2681
"739",5,"gap",24,"b","0","-","-",3401,"L1","Unambiguous",3401
"742",5,"gap",15,"a","0","-","-",5517,"L1","Ambiguous",5517
