"","subject","type","item","condition","question","correct_answer","response","rt","group","ambiguity","trimmed_rt"
"20",1,"gap",9,"a","!","{The_table}",1,3739,"L1","Ambiguous",3739
"36",1,"gap",1,"a","!","{The_car}",0,4587,"L1","Ambiguous",4587
"40",1,"gap",7,"a","!","{The_sky}",1,1791,"L1","Ambiguous",1791
"55",1,"gap",11,"a","!","{The_table}",1,1797,"L1","Ambiguous",1797
"58",1,"gap",12,"b","!","{The_bread}",1,1744,"L1","Unambiguous",1744
"65",1,"gap",6,"b","!","{The_race}",1,2085,"L1","Unambiguous",2085
"78",1,"gap",2,"b","!","{The_truck}",1,1632,"L1","Unambiguous",1632
"85",1,"gap",8,"b","!","{The_church}",1,3415,"L1","Unambiguous",3415
"103",1,"gap",10,"b","!","{The_car}",1,2519,"L1","Unambiguous",2519
"108",1,"gap",3,"a","!","{The_ship}",0,2644,"L1","Ambiguous",2644
"155",1,"gap",4,"b","!","{The_door}",1,2134,"L1","Unambiguous",2134
"168",1,"gap",5,"a","!","{The_car}",1,4305,"L1","Ambiguous",4305
"199",2,"gap",10,"a","!","{The_car}",1,2074,"L1","Ambiguous",2074
"220",2,"gap",1,"b","!","{The_car}",0,2714,"L1","Unambiguous",2714
"227",2,"gap",3,"b","!","{The_island}",1,1319,"L1","Unambiguous",1319
"234",2,"gap",6,"a","!","{The_race}",1,1820,"L1","Ambiguous",1820
"244",2,"gap",9,"b","!","{The_table}",1,1392,"L1","Unambiguous",1392
"249",2,"gap",4,"a","!","{The_door}",1,1155,"L1","Ambiguous",1155
"253",2,"gap",12,"a","!","{The_bread}",1,2868,"L1","Ambiguous",2868
"257",2,"gap",5,"b","!","{The_car}",1,1342,"L1","Unambiguous",1342
"272",2,"gap",11,"b","!","{The_table}",1,954,"L1","Unambiguous",954
"321",2,"gap",8,"a","!","{The_church}",1,1400,"L1","Ambiguous",1400
"331",2,"gap",2,"a","!","{The_truck}",1,2852,"L1","Ambiguous",2852
"356",2,"gap",7,"b","!","{The_tower}",0,2391,"L1","Unambiguous",2391
"375",3,"gap",11,"a","!","{The_table}",1,1636,"L1","Ambiguous",1636
"388",3,"gap",6,"b","!","{The_race}",1,2839,"L1","Unambiguous",2839
"398",3,"gap",1,"a","!","{The_bicycle}",1,2090,"L1","Ambiguous",2090
"419",3,"gap",2,"b","!","{The_truck}",1,6286,"L1","Unambiguous",6286
"433",3,"gap",3,"a","!","{The_island}",1,5202,"L1","Ambiguous",5202
"440",3,"gap",9,"a","!","{The_table}",1,3036,"L1","Ambiguous",3036
"452",3,"gap",8,"b","!","{The_church}",1,8095,"L1","Unambiguous",8095
"463",3,"gap",5,"a","!","{The_car}",1,5365,"L1","Ambiguous",5365
"474",3,"gap",4,"b","!","{The_door}",1,2407,"L1","Unambiguous",2407
"489",3,"gap",7,"a","!","{The_tower}",0,4768,"L1","Ambiguous",4768
"506",3,"gap",10,"b","!","{The_car}",1,3133,"L1","Unambiguous",3133
"515",3,"gap",12,"b","!","{The_bread}",1,2051,"L1","Unambiguous",2051
"588",4,"gap",12,"a","!","{The_cake}",0,1759,"L1","Ambiguous",1759
"592",4,"gap",2,"a","!","{The_truck}",1,1696,"L1","Ambiguous",1696
"617",4,"gap",1,"b","!","{The_car}",0,1413,"L1","Unambiguous",1413
"621",4,"gap",5,"b","!","{The_car}",1,1435,"L1","Unambiguous",1435
"625",4,"gap",3,"b","!","{The_ship}",0,2176,"L1","Unambiguous",2176
"635",4,"gap",8,"a","!","{The_church}",1,2291,"L1","Ambiguous",2291
"642",4,"gap",6,"a","!","{The_race}",1,1343,"L1","Ambiguous",1343
"685",4,"gap",9,"b","!","{The_table}",1,2552,"L1","Unambiguous",2552
"691",4,"gap",10,"a","!","{The_car}",1,1237,"L1","Ambiguous",1237
"698",4,"gap",11,"b","!","{The_room}",0,1632,"L1","Unambiguous",1632
"711",4,"gap",7,"b","!","{The_tower}",0,1497,"L1","Unambiguous",1497
"715",4,"gap",4,"a","!","{The_window}",0,1567,"L1","Ambiguous",1567
"735",5,"gap",1,"a","!","{The_bicycle}",1,3963,"L1","Ambiguous",3963
"761",5,"gap",6,"b","!","{The_race}",1,3783,"L1","Unambiguous",3783
"768",5,"gap",4,"b","!","{The_door}",1,3219,"L1","Unambiguous",3219
"775",5,"gap",7,"a","!","{The_sky}",1,1479,"L1","Ambiguous",1479
"784",5,"gap",8,"b","!","{The_church}",1,1518,"L1","Unambiguous",1518
